detector,descriptor,#Img,#KptsPerFrame,#KptsMatched,TimeDetectorMs,TimeDescriptorMs,TimeMatchingMs,TTCLidar(s),TTCCamera(s)
BRISK,FREAK,6,1877,805,13.1683,11.7178,7.8896,13.7511,21.358
BRISK,FREAK,7,1894,780,13.4778,11.6442,8.3362,0,0
BRISK,FREAK,8,1889,850,13.3829,11.9973,8.667,0,0
BRISK,FREAK,9,1917,842,12.7987,11.8077,8.2914,0,0
BRISK,FREAK,10,1874,832,13.5324,12.3274,8.3944,4.94066e-324,-nan
BRISK,FREAK,11,1912,857,13.6659,12.5684,8.3069,6.95026e-310,6.9533e-310
BRISK,FREAK,12,1930,849,13.0702,11.8476,8.7133,3.39519e-313,6.32404e-322
BRISK,FREAK,13,1880,884,13.2555,11.8332,8.4175,4.04739e-320,3.73471e-312
BRISK,FREAK,14,1886,889,13.8736,11.9864,8.5841,3.30541e-317,7.90505e-323
BRISK,FREAK,15,1957,906,12.8897,12.0694,8.8636,6.95026e-310,9.88131e-324
BRISK,FREAK,16,1888,878,13.1066,11.99,8.9544,3.30536e-317,2.37664e-312
BRISK,FREAK,17,1919,914,13.0721,12.2374,8.8883,6.95026e-310,0

BRISK,SIFT,0,1723,0,13.1929,11.1081,0,0,0
BRISK,SIFT,1,1759,797,13.8916,11.5467,7.684,0,0
BRISK,SIFT,2,1820,779,13.5083,11.4904,7.792,0,0
BRISK,SIFT,3,1850,843,12.9929,11.5881,8.0244,0,0
BRISK,SIFT,4,1828,792,12.7309,11.5689,8.1727,0,0
BRISK,SIFT,5,1806,817,13.4633,11.4008,8.0549,0,0
BRISK,SIFT,6,1877,805,12.879,11.9311,7.9631,13.7511,21.358
BRISK,SIFT,7,1894,780,13.9978,11.8031,8.295,0,0
BRISK,SIFT,8,1889,850,13.2695,11.7037,8.2651,0,0
BRISK,SIFT,9,1917,842,13.3283,12.1091,8.5735,0,0
BRISK,SIFT,10,1874,832,13.3619,11.8385,8.1929,4.94066e-324,-nan
BRISK,SIFT,11,1912,857,12.931,11.8398,8.3271,6.95026e-310,6.9533e-310
BRISK,SIFT,12,1930,849,13.0903,12.0624,8.5398,3.39519e-313,6.32404e-322
BRISK,SIFT,13,1880,884,13.034,11.6792,8.4188,4.04739e-320,3.73471e-312
BRISK,SIFT,14,1886,889,13.1907,11.8822,8.8141,3.30541e-317,7.90505e-323
BRISK,SIFT,15,1957,906,8.7067,12.9829,8.3385,6.95026e-310,9.88131e-324
BRISK,SIFT,16,1888,878,8.6552,12.0363,8.3175,3.30536e-317,2.37664e-312
BRISK,SIFT,17,1919,914,12.8637,12.1608,8.5482,6.95026e-310,0

ORB,BRISK,0,1723,0,13.1735,10.9416,0,0,0
ORB,BRISK,1,1759,797,13.3617,12.8239,7.5786,0,0
ORB,BRISK,2,1820,779,12.9904,11.5962,7.8016,0,0
ORB,BRISK,3,1850,843,15.0861,11.6151,8.2177,0,0
ORB,BRISK,4,1828,792,13.0614,14.3339,8.3387,0,0
ORB,BRISK,5,1806,817,8.4658,11.4246,7.5781,0,0
ORB,BRISK,6,1877,805,8.448,11.6311,7.524,13.7511,21.358
ORB,BRISK,7,1894,780,13.2758,11.7816,8.6885,0,0
ORB,BRISK,8,1889,850,15.573,11.9159,8.2299,0,0
ORB,BRISK,9,1917,842,12.7659,11.9773,8.3493,0,0
ORB,BRISK,10,1874,832,12.9871,12.2911,9.1956,4.94066e-324,-nan
ORB,BRISK,11,1912,857,8.6861,11.7014,7.936,6.95026e-310,6.9533e-310
ORB,BRISK,12,1930,849,9.4719,11.8793,8.1606,3.39519e-313,6.32404e-322
ORB,BRISK,13,1880,884,13.2797,11.6953,8.6335,4.04739e-320,3.73471e-312
ORB,BRISK,14,1886,889,12.8474,11.8768,8.3708,3.30541e-317,7.90505e-323
ORB,BRISK,15,1957,906,8.5567,12.189,8.7329,6.95026e-310,9.88131e-324
ORB,BRISK,16,1888,878,8.6482,12.7344,8.2879,3.30536e-317,2.37664e-312
ORB,BRISK,17,1919,914,13.7248,12.2151,8.5418,6.95026e-310,0

ORB,BRIEF,0,1723,0,14.9875,11.4212,0,0,0
ORB,BRIEF,1,1759,797,13.1847,11.0377,7.5018,0,0
ORB,BRIEF,2,1820,779,13.0211,11.6776,7.9032,0,0
ORB,BRIEF,3,1850,843,13.2653,11.9947,8.1545,0,0
ORB,BRIEF,4,1828,792,13.1295,11.6006,8.003,0,0
ORB,BRIEF,5,1806,817,13.4416,11.5489,8.0639,0,0
ORB,BRIEF,6,1877,805,13.1253,11.6527,7.9708,13.7511,21.358
ORB,BRIEF,7,1894,780,13.1973,11.9405,8.0889,0,0
ORB,BRIEF,8,1889,850,13.0134,11.8177,8.3763,0,0
ORB,BRIEF,9,1917,842,8.3939,11.8946,7.8804,0,0
ORB,BRIEF,10,1874,832,8.6688,11.7951,7.8589,4.94066e-324,-nan
ORB,BRIEF,11,1912,857,13.4369,11.8014,8.3784,6.95026e-310,6.9533e-310
ORB,BRIEF,12,1930,849,12.7886,11.9876,8.4255,3.39519e-313,6.32404e-322
ORB,BRIEF,13,1880,884,8.3585,11.698,8.1392,4.04739e-320,3.73471e-312
ORB,BRIEF,14,1886,889,8.3787,11.6596,7.9659,3.30541e-317,7.90505e-323
ORB,BRIEF,15,1957,906,13.3183,13.4644,8.8956,6.95026e-310,9.88131e-324
ORB,BRIEF,16,1888,878,8.2746,11.7099,8.5554,3.30536e-317,2.37664e-312
ORB,BRIEF,17,1919,914,8.4555,12.0672,8.1837,6.95026e-310,0

ORB,ORB,0,1723,0,12.779,11.9636,0,0,0
ORB,ORB,1,1759,797,13.1686,11.0027,7.539,0,0
ORB,ORB,2,1820,779,13.1901,11.5097,7.7708,0,0
ORB,ORB,3,1850,843,13.8259,11.6236,8.0636,0,0
ORB,ORB,4,1828,792,12.9858,11.5768,8.1918,0,0
ORB,ORB,5,1806,817,13.0375,11.2231,7.9459,0,0
ORB,ORB,6,1877,805,12.837,11.447,7.9393,13.7511,21.358
ORB,ORB,7,1894,780,12.9438,11.9589,8.3315,0,0
ORB,ORB,8,1889,850,12.9376,12.1087,7.9815,0,0
ORB,ORB,9,1917,842,13.2596,12.5852,9.0325,0,0
ORB,ORB,10,1874,832,12.9441,11.6411,8.2024,4.94066e-324,-nan
ORB,ORB,11,1912,857,15.5836,12.0111,8.876,6.95026e-310,6.9533e-310
ORB,ORB,12,1930,849,13.1186,11.9817,9.5153,3.39519e-313,6.32404e-322
ORB,ORB,13,1880,884,13.3805,11.8208,8.4916,4.04739e-320,3.73471e-312
ORB,ORB,14,1886,889,12.6934,11.7412,8.3523,3.30541e-317,7.90505e-323
ORB,ORB,15,1957,906,8.7046,12.3886,8.2755,6.95026e-310,9.88131e-324
ORB,ORB,16,1888,878,8.4514,11.8807,8.1865,3.30536e-317,2.37664e-312
ORB,ORB,17,1919,914,12.9861,12.4446,9.701,6.95026e-310,0

ORB,FREAK,0,1723,0,16.6237,12.5439,0,0,0
ORB,FREAK,1,1759,797,13.1996,11.5263,7.6205,0,0
ORB,FREAK,2,1820,779,13.4913,11.8552,7.8176,0,0
ORB,FREAK,3,1850,843,13.2949,11.6656,8.2791,0,0
ORB,FREAK,4,1828,792,8.3071,11.4188,7.8218,0,0
ORB,FREAK,5,1806,817,8.8041,11.1732,7.4208,0,0
ORB,FREAK,6,1877,805,12.9231,11.7197,8.0163,13.7511,21.358
ORB,FREAK,7,1894,780,8.5275,11.6097,8.7044,0,0
ORB,FREAK,8,1889,850,8.1905,11.8932,7.8727,0,0
ORB,FREAK,9,1917,842,13.3836,12.419,8.482,0,0
ORB,FREAK,10,1874,832,12.6334,11.7214,8.3139,4.94066e-324,-nan
ORB,FREAK,11,1912,857,15.2108,11.9418,8.0139,6.95026e-310,6.9533e-310
ORB,FREAK,12,1930,849,13.2347,12.0042,8.744,3.39519e-313,6.32404e-322
ORB,FREAK,13,1880,884,12.8161,11.9811,8.4465,4.04739e-320,3.73471e-312
ORB,FREAK,14,1886,889,13.596,11.7085,8.5703,3.30541e-317,7.90505e-323
ORB,FREAK,15,1957,906,13.2235,12.3793,8.9222,6.95026e-310,9.88131e-324
ORB,FREAK,16,1888,878,13.0909,11.9601,8.6486,3.30536e-317,2.37664e-312
ORB,FREAK,17,1919,914,13.1104,12.3097,8.5356,6.95026e-310,0

ORB,SIFT,0,1723,0,13.1298,11.214,0,0,0
ORB,SIFT,1,1759,797,13.2756,11.0203,7.3165,0,0
ORB,SIFT,2,1820,779,13.0351,11.4263,7.8257,0,0
ORB,SIFT,3,1850,843,13.0528,11.6053,8.086,0,0
ORB,SIFT,4,1828,792,13.0768,11.9227,7.7839,0,0
ORB,SIFT,5,1806,817,8.3242,11.7206,7.4625,0,0
ORB,SIFT,6,1877,805,8.5503,12.0181,7.4833,13.7511,21.358
ORB,SIFT,7,1894,780,12.8766,11.6645,8.1637,0,0
ORB,SIFT,8,1889,850,13.2218,12.6521,8.5576,0,0
ORB,SIFT,9,1917,842,13.2485,12.326,8.4333,0,0
ORB,SIFT,10,1874,832,13.1866,11.9035,8.3237,4.94066e-324,-nan
ORB,SIFT,11,1912,857,8.8388,12.5571,7.9569,6.95026e-310,6.9533e-310
ORB,SIFT,12,1930,849,8.2904,12.2221,8.2065,3.39519e-313,6.32404e-322
ORB,SIFT,13,1880,884,13.2305,11.6221,8.4758,4.04739e-320,3.73471e-312
ORB,SIFT,14,1886,889,13.2909,11.9373,8.5054,3.30541e-317,7.90505e-323
ORB,SIFT,15,1957,906,8.3505,12.2794,8.2657,6.95026e-310,9.88131e-324
ORB,SIFT,16,1888,878,8.1968,11.7609,8.3917,3.30536e-317,2.37664e-312
ORB,SIFT,17,1919,914,13.277,12.0417,8.6076,6.95026e-310,0

AKAZE,BRISK,0,1723,0,13.4506,11.1297,0,0,0
AKAZE,BRISK,1,1759,797,14.9393,10.988,7.3628,0,0
AKAZE,BRISK,2,1820,779,12.7542,11.8658,7.8542,0,0
AKAZE,BRISK,3,1850,843,13.1087,11.7232,9.4877,0,0
AKAZE,BRISK,4,1828,792,13.2682,11.6016,8.3251,0,0
AKAZE,BRISK,5,1806,817,15.638,11.2452,7.878,0,0
AKAZE,BRISK,6,1877,805,13.6105,11.5068,7.8872,13.7511,21.358
AKAZE,BRISK,7,1894,780,13.0382,11.6989,8.1346,0,0
AKAZE,BRISK,8,1889,850,12.9732,11.5467,8.3557,0,0
AKAZE,BRISK,9,1917,842,13.285,15.5719,8.8055,0,0
AKAZE,BRISK,10,1874,832,13.1151,11.5769,8.3726,4.94066e-324,-nan
AKAZE,BRISK,11,1912,857,12.979,12.1168,8.2606,6.95026e-310,6.9533e-310
AKAZE,BRISK,12,1930,849,13.5066,12.3985,8.6133,3.39519e-313,6.32404e-322
AKAZE,BRISK,13,1880,884,13.4004,12.0886,8.4745,4.04739e-320,3.73471e-312
AKAZE,BRISK,14,1886,889,13.0834,12.2599,8.2804,3.30541e-317,7.90505e-323
AKAZE,BRISK,15,1957,906,13.1048,12.5918,8.7069,6.95026e-310,9.88131e-324
AKAZE,BRISK,16,1888,878,13.2927,11.9029,8.9132,3.30536e-317,2.37664e-312
AKAZE,BRISK,17,1919,914,13.0034,12.2741,8.8977,6.95026e-310,0

AKAZE,BRIEF,0,1723,0,13.1293,12.4748,0,0,0
AKAZE,BRIEF,1,1759,797,12.953,11.7677,7.3518,0,0
AKAZE,BRIEF,2,1820,779,13.3515,11.8561,7.8958,0,0
AKAZE,BRIEF,3,1850,843,12.8437,11.6376,8.2541,0,0
AKAZE,BRIEF,4,1828,792,13.1342,11.5597,8.0749,0,0
AKAZE,BRIEF,5,1806,817,13.231,11.4793,7.9014,0,0
AKAZE,BRIEF,6,1877,805,12.9664,11.8446,8.0735,13.7511,21.358
AKAZE,BRIEF,7,1894,780,13.1776,12.0188,8.3872,0,0
AKAZE,BRIEF,8,1889,850,13.2208,12.1147,9.9559,0,0
AKAZE,BRIEF,9,1917,842,14.1262,12.8102,9.2152,0,0
AKAZE,BRIEF,10,1874,832,13.1813,11.6738,7.9438,4.94066e-324,-nan
AKAZE,BRIEF,11,1912,857,13.2062,11.9681,8.3586,6.95026e-310,6.9533e-310
AKAZE,BRIEF,12,1930,849,13.3063,12.0714,8.4636,3.39519e-313,6.32404e-322
AKAZE,BRIEF,13,1880,884,12.8325,11.5151,8.4569,4.04739e-320,3.73471e-312
AKAZE,BRIEF,14,1886,889,13.5943,11.9381,8.6111,3.30541e-317,7.90505e-323
AKAZE,BRIEF,15,1957,906,13.9077,12.3795,9.3545,6.95026e-310,9.88131e-324
AKAZE,BRIEF,16,1888,878,13.1956,13.9546,8.7981,3.30536e-317,2.37664e-312
AKAZE,BRIEF,17,1919,914,13.3729,12.002,8.5254,6.95026e-310,0

AKAZE,ORB,0,1723,0,13.4714,10.7772,0,0,0
AKAZE,ORB,1,1759,797,13.0028,11.0573,7.8902,0,0
AKAZE,ORB,2,1820,779,13.1926,12.2927,7.8184,0,0
AKAZE,ORB,3,1850,843,13.3396,12.1881,8.4617,0,0
AKAZE,ORB,4,1828,792,12.9895,11.59,7.6729,0,0
AKAZE,ORB,5,1806,817,13.2091,12.0557,10.0527,0,0
AKAZE,ORB,6,1877,805,13.3279,12.0114,7.9544,13.7511,21.358
AKAZE,ORB,7,1894,780,13.1685,11.6374,7.8435,0,0
AKAZE,ORB,8,1889,850,13.2266,11.7114,8.2985,0,0
AKAZE,ORB,9,1917,842,13.369,12.0166,8.7172,0,0
AKAZE,ORB,10,1874,832,13.4288,11.5858,8.0762,4.94066e-324,-nan
AKAZE,ORB,11,1912,857,8.6115,11.988,8.341,6.95026e-310,6.9533e-310
AKAZE,ORB,12,1930,849,8.5215,11.8674,8.1491,3.39519e-313,6.32404e-322
AKAZE,ORB,13,1880,884,13.8958,11.9633,8.849,4.04739e-320,3.73471e-312
AKAZE,ORB,14,1886,889,12.7213,11.9998,8.5015,3.30541e-317,7.90505e-323
AKAZE,ORB,15,1957,906,12.8717,12.3452,8.7189,6.95026e-310,9.88131e-324
AKAZE,ORB,16,1888,878,13.6955,12.0556,8.8957,3.30536e-317,2.37664e-312
AKAZE,ORB,17,1919,914,13.4638,12.3752,8.8273,6.95026e-310,0

AKAZE,FREAK,0,1723,0,13.1471,10.9767,0,0,0
AKAZE,FREAK,1,1759,797,13.9094,11.9381,7.2565,0,0
AKAZE,FREAK,2,1820,779,12.6933,11.7082,7.9339,0,0
AKAZE,FREAK,3,1850,843,14.0024,11.7844,8.2871,0,0
AKAZE,FREAK,4,1828,792,13.1733,11.5114,7.9365,0,0
AKAZE,FREAK,5,1806,817,13.6397,13.3708,8.875,0,0
AKAZE,FREAK,6,1877,805,13.1755,11.9746,7.8985,13.7511,21.358
AKAZE,FREAK,7,1894,780,13.6146,11.7999,8.3463,0,0
AKAZE,FREAK,8,1889,850,12.8488,11.6966,9.1892,0,0
AKAZE,FREAK,9,1917,842,8.4405,11.7313,7.9139,0,0
AKAZE,FREAK,10,1874,832,8.7928,12.2592,7.9576,4.94066e-324,-nan
AKAZE,FREAK,11,1912,857,13.4275,12.0262,8.3293,6.95026e-310,6.9533e-310
AKAZE,FREAK,12,1930,849,12.6222,12.8021,8.7869,3.39519e-313,6.32404e-322
AKAZE,FREAK,13,1880,884,12.8345,12.0868,8.8375,4.04739e-320,3.73471e-312
AKAZE,FREAK,14,1886,889,13.0955,11.9395,8.6063,3.30541e-317,7.90505e-323
AKAZE,FREAK,15,1957,906,13.7522,12.435,8.942,6.95026e-310,9.88131e-324
AKAZE,FREAK,16,1888,878,13.3071,11.8973,8.8449,3.30536e-317,2.37664e-312
AKAZE,FREAK,17,1919,914,8.7464,12.4431,8.4214,6.95026e-310,0

AKAZE,AKAZE,0,1723,0,13.1914,11.4008,0,0,0
AKAZE,AKAZE,1,1759,797,13.1222,10.979,7.4398,0,0
AKAZE,AKAZE,2,1820,779,12.9241,11.3989,7.7122,0,0
AKAZE,AKAZE,3,1850,843,13.0471,11.7548,8.1394,0,0
AKAZE,AKAZE,4,1828,792,14.7543,17.1464,8.801,0,0
AKAZE,AKAZE,5,1806,817,13.1295,11.5418,7.6391,0,0
AKAZE,AKAZE,6,1877,805,8.8299,11.7041,7.417,13.7511,21.358
AKAZE,AKAZE,7,1894,780,8.4127,11.8817,7.8983,0,0
AKAZE,AKAZE,8,1889,850,8.8792,11.7256,7.9432,0,0
AKAZE,AKAZE,9,1917,842,8.4899,12.1121,8.008,0,0
AKAZE,AKAZE,10,1874,832,12.8532,11.6681,8.2314,4.94066e-324,-nan
AKAZE,AKAZE,11,1912,857,13.0403,12.2855,8.5002,6.95026e-310,6.9533e-310
AKAZE,AKAZE,12,1930,849,8.7112,12.2347,9.6578,3.39519e-313,6.32404e-322
AKAZE,AKAZE,13,1880,884,8.4072,11.8546,8.0208,4.04739e-320,3.73471e-312
AKAZE,AKAZE,14,1886,889,8.2112,14.304,7.9583,3.30541e-317,7.90505e-323
AKAZE,AKAZE,15,1957,906,8.8487,12.6826,9.1043,6.95026e-310,9.88131e-324
AKAZE,AKAZE,16,1888,878,13.1698,12.1465,9.0541,3.30536e-317,2.37664e-312
AKAZE,AKAZE,17,1919,914,13.2395,12.1918,8.5128,6.95026e-310,0

AKAZE,SIFT,0,1723,0,13.232,11.621,0,0,0
AKAZE,SIFT,1,1759,797,13.3007,11.0158,7.4462,0,0
AKAZE,SIFT,2,1820,779,12.7722,11.9831,8.8751,0,0
AKAZE,SIFT,3,1850,843,13.6058,11.5351,8.1624,0,0
AKAZE,SIFT,4,1828,792,13.087,11.679,7.9402,0,0
AKAZE,SIFT,5,1806,817,13.6116,11.6147,8.1051,0,0
AKAZE,SIFT,6,1877,805,13.0945,11.9872,7.7887,13.7511,21.358
AKAZE,SIFT,7,1894,780,13.1778,12.0611,8.058,0,0
AKAZE,SIFT,8,1889,850,13.2764,11.846,8.247,0,0
AKAZE,SIFT,9,1917,842,13.0935,11.7469,8.3148,0,0
AKAZE,SIFT,10,1874,832,13.2578,11.5671,8.6134,4.94066e-324,-nan
AKAZE,SIFT,11,1912,857,13.029,12.6228,8.3832,6.95026e-310,6.9533e-310
AKAZE,SIFT,12,1930,849,13.1064,12.2283,8.7851,3.39519e-313,6.32404e-322
AKAZE,SIFT,13,1880,884,13.4071,11.9721,8.5357,4.04739e-320,3.73471e-312
AKAZE,SIFT,14,1886,889,13.4106,11.8476,8.4244,3.30541e-317,7.90505e-323
AKAZE,SIFT,15,1957,906,13.2884,12.5232,8.8697,6.95026e-310,9.88131e-324
AKAZE,SIFT,16,1888,878,12.9055,11.9872,8.8876,3.30536e-317,2.37664e-312
AKAZE,SIFT,17,1919,914,12.9657,12.0234,8.5432,6.95026e-310,0

SIFT,BRISK,0,1723,0,12.9431,11.1374,0,0,0
SIFT,BRISK,1,1759,797,13.1387,11.1334,7.4641,0,0
SIFT,BRISK,2,1820,779,13.1311,11.7503,7.8614,0,0
SIFT,BRISK,3,1850,843,9.0221,11.9744,7.7994,0,0
SIFT,BRISK,4,1828,792,8.3198,11.7576,7.7387,0,0
SIFT,BRISK,5,1806,817,13.063,11.3183,7.9017,0,0
SIFT,BRISK,6,1877,805,8.5491,11.5471,7.4895,13.7511,21.358
SIFT,BRISK,7,1894,780,9.3597,12.1751,7.7393,0,0
SIFT,BRISK,8,1889,850,13.5635,12.0238,8.5105,0,0
SIFT,BRISK,9,1917,842,13.3905,11.976,8.263,0,0
SIFT,BRISK,10,1874,832,13.0268,12.0361,8.4763,4.94066e-324,-nan
SIFT,BRISK,11,1912,857,16.328,11.8138,8.3568,6.95026e-310,6.9533e-310
SIFT,BRISK,12,1930,849,13.207,12.23,8.6538,3.39519e-313,6.32404e-322
SIFT,BRISK,13,1880,884,13.0753,11.8494,8.3663,4.04739e-320,3.73471e-312
SIFT,BRISK,14,1886,889,13.4865,11.701,8.4249,3.30541e-317,7.90505e-323
SIFT,BRISK,15,1957,906,13.1917,14.4909,8.9307,6.95026e-310,9.88131e-324
SIFT,BRISK,16,1888,878,13.2724,11.8592,8.908,3.30536e-317,2.37664e-312
SIFT,BRISK,17,1919,914,13.2668,12.3115,8.7594,6.95026e-310,0

SIFT,BRIEF,0,1723,0,13.3019,11.2227,0,0,0
SIFT,BRIEF,1,1759,797,13.4134,11.2774,8.1543,0,0
SIFT,BRIEF,2,1820,779,13.1286,11.6582,7.9123,0,0
SIFT,BRIEF,3,1850,843,8.4361,12.0999,7.9874,0,0
SIFT,BRIEF,4,1828,792,8.5216,11.4362,7.7126,0,0
SIFT,BRIEF,5,1806,817,8.3711,11.7503,7.5376,0,0
SIFT,BRIEF,6,1877,805,8.6492,11.4161,7.5328,13.7511,21.358
SIFT,BRIEF,7,1894,780,13.3222,11.7223,8.2996,0,0
SIFT,BRIEF,8,1889,850,13.4262,12.2556,8.2942,0,0
SIFT,BRIEF,9,1917,842,8.7392,14.8183,8.7039,0,0
SIFT,BRIEF,10,1874,832,8.548,11.482,7.8623,4.94066e-324,-nan
SIFT,BRIEF,11,1912,857,13.3926,12.153,8.3841,6.95026e-310,6.9533e-310
SIFT,BRIEF,12,1930,849,12.9949,12.0744,8.8678,3.39519e-313,6.32404e-322
SIFT,BRIEF,13,1880,884,15.3282,11.9783,8.7832,4.04739e-320,3.73471e-312
SIFT,BRIEF,14,1886,889,12.9624,11.9612,8.4595,3.30541e-317,7.90505e-323
SIFT,BRIEF,15,1957,906,13.1921,12.4438,9.0166,6.95026e-310,9.88131e-324
SIFT,BRIEF,16,1888,878,13.2183,11.782,8.6113,3.30536e-317,2.37664e-312
SIFT,BRIEF,17,1919,914,13.1965,12.3997,8.834,6.95026e-310,0

SIFT,FREAK,0,1723,0,13.543,11.0237,0,0,0
SIFT,FREAK,1,1759,797,13.3217,11.0445,7.503,0,0
SIFT,FREAK,2,1820,779,12.9896,11.5809,8.0812,0,0
SIFT,FREAK,3,1850,843,13.3083,11.9143,8.8168,0,0
SIFT,FREAK,4,1828,792,13.2905,11.7116,8.2238,0,0
SIFT,FREAK,5,1806,817,13.0074,11.3188,7.847,0,0
SIFT,FREAK,6,1877,805,13.3817,11.4624,8.6405,13.7511,21.358
SIFT,FREAK,7,1894,780,13.2029,11.9322,8.2894,0,0
SIFT,FREAK,8,1889,850,13.3595,11.7313,8.2507,0,0
SIFT,FREAK,9,1917,842,13.6435,12.1009,8.4726,0,0
SIFT,FREAK,10,1874,832,13.1672,11.7576,8.4063,4.94066e-324,-nan
SIFT,FREAK,11,1912,857,13.1736,12.1693,8.4104,6.95026e-310,6.9533e-310
SIFT,FREAK,12,1930,849,13.4139,11.9709,8.5721,3.39519e-313,6.32404e-322
SIFT,FREAK,13,1880,884,15.5606,12.0989,8.6548,4.04739e-320,3.73471e-312
SIFT,FREAK,14,1886,889,13.3785,11.9789,8.4465,3.30541e-317,7.90505e-323
SIFT,FREAK,15,1957,906,13.2789,12.4506,8.8268,6.95026e-310,9.88131e-324
SIFT,FREAK,16,1888,878,9.1755,12.1938,9.4363,3.30536e-317,2.37664e-312
SIFT,FREAK,17,1919,914,9.1811,12.7699,8.0922,6.95026e-310,0

SIFT,SIFT,0,1723,0,13.2037,11.2527,0,0,0
SIFT,SIFT,1,1759,797,13.1927,11.2256,7.7484,0,0
SIFT,SIFT,2,1820,779,13.6762,11.5547,8.1003,0,0
SIFT,SIFT,3,1850,843,8.9118,11.9117,7.7624,0,0
SIFT,SIFT,4,1828,792,8.99,11.9058,7.6475,0,0
SIFT,SIFT,5,1806,817,13.0453,11.5244,7.8481,0,0
SIFT,SIFT,6,1877,805,13.9006,12.1433,8.0046,13.7511,21.358
SIFT,SIFT,7,1894,780,13.3595,11.7944,8.1308,0,0
SIFT,SIFT,8,1889,850,13.1586,11.7538,8.3716,0,0
SIFT,SIFT,9,1917,842,15.4199,12.2297,8.5139,0,0
SIFT,SIFT,10,1874,832,13.2147,11.817,8.3966,4.94066e-324,-nan
SIFT,SIFT,11,1912,857,13.8098,11.9722,8.4154,6.95026e-310,6.9533e-310
SIFT,SIFT,12,1930,849,13.3322,12.0533,8.8437,3.39519e-313,6.32404e-322
SIFT,SIFT,13,1880,884,12.5026,11.7354,8.5376,4.04739e-320,3.73471e-312
SIFT,SIFT,14,1886,889,13.3183,12.1187,8.4007,3.30541e-317,7.90505e-323
SIFT,SIFT,15,1957,906,13.956,12.5848,8.6908,6.95026e-310,9.88131e-324
SIFT,SIFT,16,1888,878,13.3633,12.1667,8.7864,3.30536e-317,2.37664e-312
SIFT,SIFT,17,1919,914,13.3566,12.2426,8.594,6.95026e-310,0

